component_id,module_a_score,module_a_disposition,module_a_primary_parameter,module_a_reason_codes,module_a_evidence_tier,predicted_IDDQ_168h,predicted_Input_Leakage_Current_168h,predicted_Active_Supply_Current_168h,predicted_Propagation_Delay_168h,predicted_Output_Rise_Time_168h,predicted_Output_Fall_Time_168h,module_b_p95_IDDQ_168h,module_b_p95_Input_Leakage_Current_168h,module_b_p95_Active_Supply_Current_168h,module_b_p95_Propagation_Delay_168h,module_b_p95_Output_Rise_Time_168h,module_b_p95_Output_Fall_Time_168h,module_b_primary_parameter,module_b_reason_codes,evidence_IDDQ_limit,evidence_IDDQ_pred_frac_of_limit,evidence_IDDQ_pred_rel_delta_from_24h,evidence_IDDQ_lot_rel_dev_24h,evidence_Input_Leakage_Current_limit,evidence_Input_Leakage_Current_pred_frac_of_limit,evidence_Input_Leakage_Current_pred_rel_delta_from_24h,evidence_Input_Leakage_Current_lot_rel_dev_24h,evidence_Active_Supply_Current_limit,evidence_Active_Supply_Current_pred_frac_of_limit,evidence_Active_Supply_Current_pred_rel_delta_from_24h,evidence_Active_Supply_Current_lot_rel_dev_24h,evidence_Propagation_Delay_limit,evidence_Propagation_Delay_pred_frac_of_limit,evidence_Propagation_Delay_pred_rel_delta_from_24h,evidence_Propagation_Delay_lot_rel_dev_24h,evidence_Output_Rise_Time_limit,evidence_Output_Rise_Time_pred_frac_of_limit,evidence_Output_Rise_Time_pred_rel_delta_from_24h,evidence_Output_Rise_Time_lot_rel_dev_24h,evidence_Output_Fall_Time_limit,evidence_Output_Fall_Time_pred_frac_of_limit,evidence_Output_Fall_Time_pred_rel_delta_from_24h,evidence_Output_Fall_Time_lot_rel_dev_24h,b_evidence_status
C00168,0.3417218543046357,PASS,,A_OK,PASS,1.4868360402641256,0.0135060757542353,91.57616064489088,9.153414415694934,8.325824670296424,7.416381430151707,1.554873307831324,0.0151285720387425,95.18725826564474,9.455167315280027,8.713368777145115,7.654320623430045,IDDQ,,40.0,0.0371709010066031,0.0328937136339815,-0.1060578444264694,0.1,0.1350607575423532,0.0441496524341183,-0.2998457333080733,,,0.0133012445382524,0.0011472517436756,18.0,0.508523023094163,0.0166038235250926,-0.0287660655167332,15.0,0.5550549780197616,0.0149540859889286,-0.0205331349521318,15.0,0.4944254286767804,0.0133356128775688,-0.0595322706762279,NOT_APPLICABLE
C00169,0.3486754966887417,PASS,,A_OK,PASS,1.9401284121336495,0.0240757063763018,93.63417668372183,10.073424370658586,9.013213942178831,8.155664418482246,2.0927867917683867,0.0273298164361648,98.23200055828497,10.8246595739184,9.49497002724845,8.381548128833037,Active_Supply_Current,,40.0,0.0485032103033412,0.0325620917970232,0.1668533333747344,0.1,0.240757063763018,0.0199841711702171,0.2776529811361605,,,0.0247203404187546,0.0122391797719987,18.0,0.5596346872588103,0.02752728582126,0.0574899007274991,15.0,0.6008809294785888,0.0270043362845855,0.0478914246199293,15.0,0.5437109612321497,0.025305884422082,0.0221415524028647,NOT_APPLICABLE
C00170,0.4559602649006622,PASS,,A_OK,PASS,1.7812664141865695,0.0218610385823907,85.21585552069041,9.13186985478474,7.63058996595726,7.542710725743852,1.8414396473152683,0.0249361415350613,89.31252586478307,9.464524135966355,7.986618222444509,7.759003540920094,Input_Leakage_Current,,40.0,0.0445316603546642,0.0331884113357456,0.0706593780225957,0.1,0.2186103858239076,0.0518205630480545,0.1250101491244688,,,0.0181209068738392,-0.0727962985918657,18.0,0.5073261030435967,0.0131938823591843,-0.0277910470349066,15.0,0.508705997730484,0.0117717054602621,-0.099498437127151,15.0,0.5028473817162568,0.0097881754188146,-0.0401523246079286,NOT_APPLICABLE
C00171,0.4102649006622517,PASS,,A_OK,PASS,1.28221483027017,0.0198539133191065,88.54557785361905,10.284436996238297,9.010935141601069,8.530374693559777,1.3368926227329117,0.0207115852422221,93.7090463297362,10.900280172496409,9.469027372768473,8.735728506416715,Output_Rise_Time,,40.0,0.0320553707567542,0.0296557256131487,-0.2266595456966,0.1,0.1985391331910659,0.0291267530119529,0.0442501826842403,,,0.0198469343916696,-0.0381973138292893,18.0,0.5713576109021274,0.0323104247819351,0.0746391803286381,15.0,0.6007290094400711,0.0309490762409052,0.0436179343786236,15.0,0.5686916462373185,0.0308821684022242,0.0633205967824734,NOT_APPLICABLE
C00172,0.3993377483443708,PASS,,A_OK,PASS,1.4843824868603148,0.0132730084993603,95.70345850715168,9.917388654634555,8.7979760373287,8.399416042332744,1.5639984812955716,0.0137096713455721,100.22850420983582,10.170849126460972,9.224932151397775,8.598264852752111,Output_Rise_Time,,40.0,0.0371095621715078,0.0263011700277768,-0.1018001667424821,0.1,0.1327300849936036,0.0336429015933625,-0.3049338277084631,,,0.0169274852257216,0.0425376570931081,18.0,0.5509660363685865,0.0284594975953487,0.0401658750327043,15.0,0.5865317358219133,0.027227683491199,0.0226451043128148,15.0,0.5599610694888496,0.0273113871726051,0.0506356603292312,NOT_APPLICABLE
C00173,0.4857615894039735,PASS,,A_OK,PASS,2.1048214366301057,0.0222034610298581,87.3318413337875,9.253767443955322,7.517945313504072,7.900180497351006,2.194396453776064,0.0243038576636198,90.67592328655684,9.509727529127154,7.864723079727231,8.096773462958717,Input_Leakage_Current,,40.0,0.0526205359157526,0.0277167404749214,0.2718731515105408,0.1,0.222034610298581,0.0426118064358613,0.1527240250074426,,,0.0165893847698576,-0.0483414572488846,18.0,0.5140981913308512,0.0156215212201332,-0.0171683182959107,15.0,0.5011963542336048,0.0150424380076443,-0.1156506804110245,15.0,0.5266786998234004,0.0140761460532809,0.0010864725493811,NOT_APPLICABLE
C00174,0.1350993377483443,PASS,,A_OK,PASS,1.3773253669955097,0.0207954173929128,88.97775724927745,8.933490791398828,8.460825985694745,7.827368435832038,1.4504861909305122,0.0216758300633659,94.45527645441688,9.183967663731806,8.756783696143394,8.024610724730055,Active_Supply_Current,,40.0,0.0344331341748877,0.0234911656463969,-0.1642922682100955,0.1,0.2079541739291286,0.0218376194247392,0.1015724376843756,,,0.0247596870393649,-0.0381363193804932,18.0,0.4963050439666016,0.0165807225097421,-0.0520797832414937,15.0,0.564055065712983,0.0184433380320089,-0.0080614352878344,15.0,0.5218245623888025,0.0180933526760713,-0.0120537415197637,NOT_APPLICABLE
C00175,0.5076158940397351,PASS,,A_OK,PASS,1.9041750319836568,0.0174501848035478,99.96991342115383,9.49784713328535,9.076654986917251,7.720819723681711,1.991266241023176,0.0191166358383593,104.45133498959852,9.678727811465423,9.520181922587296,7.957580265223748,IDDQ,,40.0,0.0476043757995914,0.0350301767182322,0.1424989947322417,0.1,0.1745018480354782,0.0469273340261475,-0.0977834312160005,,,0.0195791432412419,0.08618168879294,18.0,0.5276581740714082,0.0090652804228143,0.0153093218896935,15.0,0.6051103324611501,0.0084885348724804,0.0746418425093893,15.0,0.5147213149121141,0.0051444030442893,-0.0129478486751267,NOT_APPLICABLE
C00176,0.3655629139072848,PASS,,A_OK,PASS,1.7039035597044236,0.0201335166773999,82.33100140396022,10.024237857386284,8.61723533088909,7.818301424247633,1.7790378069881347,0.0208084640981284,84.47230000036089,10.453171194840191,8.973064316530333,8.088381568505396,IDDQ,,40.0,0.0425975889926105,0.028785004793675,0.0285427731727803,0.1,0.2013351667739992,0.0159719774637896,0.0726677311970553,,,0.0153397859793876,-0.1017316507904962,18.0,0.5569021031881269,0.0172267749355226,0.0629823214662577,15.0,0.574482355392606,0.0157056227782815,0.0129989158963244,15.0,0.5212200949498422,0.0143086768501381,-0.0095161117261293,NOT_APPLICABLE
C00177,0.5195364238410596,PASS,,A_OK,PASS,1.656343573693036,0.0186346122304244,95.12664187075424,9.645141157186291,9.09833443075166,8.317531590937493,1.7404254061579585,0.019306502717049,99.56920894677916,10.533742307642948,9.537911958237125,8.481534069006166,Output_Rise_Time,,40.0,0.0414085893423259,0.0247241203758003,0.0037959531568512,0.1,0.186346122304244,0.0217464760623096,-0.0128014289967252,,,0.0186538441046749,0.0344979661685749,18.0,0.5358411753992385,0.0377408456550973,0.0025640753205282,15.0,0.6065556287167773,0.036728964678976,0.0478655145480575,15.0,0.5545021060624996,0.0366439747424376,0.0310268546973071,NOT_APPLICABLE
C00178,0.3764900662251656,PASS,,A_OK,PASS,1.9061752236219185,0.0159839553405252,93.63553201003865,9.42682875112138,8.163083651210952,7.321684195524521,1.9893224299182823,0.0309548480719605,98.58291583708424,9.742348511482808,8.545217314209701,7.576497495162187,IDDQ,,40.0,0.0476543805905479,0.03160570070594,0.1474956800655791,0.1,0.1598395534052523,0.0314891159347722,-0.1612222252293703,,,0.0088996436362657,0.0281271259019142,18.0,0.5237127083956322,0.0163492948951515,0.0004953836019234,15.0,0.5442055767473968,0.013676564767029,-0.0384680389412859,15.0,0.4881122797016347,0.0120945393367497,-0.0704022646945252,NOT_APPLICABLE
C00179,0.6973509933774834,PASS,,A_OK,PASS,1.861690829083555,0.0174957862704493,85.95318515432028,9.217293209967112,7.402581510002307,7.214239442231021,1.942915312821328,0.0181739965646387,89.8592439143648,9.582787294241482,7.887604922955894,7.414296177937318,Output_Rise_Time,B_WIDE_ENVELOPE:Output_Rise_Time,40.0,0.0465422707270888,0.0320783695351909,0.1202033202557961,0.1,0.1749578627044932,0.0303761054446009,-0.0808952880998133,,,0.0170736392638244,-0.0638106841315064,18.0,0.5120718449981729,0.0289863283210531,-0.0337572238497999,15.0,0.4935054340001538,0.0275248008653609,-0.1397993450005472,15.0,0.4809492961487347,0.0269542255017866,-0.0972975681904482,NOT_APPLICABLE
C00180,0.0804635761589404,PASS,,A_OK,PASS,1.794547283756708,0.0213731148680595,85.61118936425586,9.679233331119864,8.633651431170193,7.68802741201792,1.8618104849936408,0.0227686854303954,89.25145347466639,10.08057019446558,8.95588415099089,7.935553450273494,IDDQ,,40.0,0.0448636820939177,0.0331832107440783,0.0786474917987229,0.1,0.2137311486805958,0.0364229884618164,0.1162413055833717,,,0.0162350868950343,-0.0667662229891025,18.0,0.5377351850622146,0.0157817905978238,0.0278577094335976,15.0,0.5755767620780129,0.0141024462386184,0.0165331929811405,15.0,0.5125351608011947,0.0122190535361539,-0.0240095655844561,NOT_APPLICABLE
C00181,0.2662251655629139,PASS,,A_OK,PASS,1.9059681132505488,0.017745736807693,91.79047294395052,9.4714183303655,8.286263021058033,8.155793184960183,2.044329521241393,0.0184562176520802,95.5829672113106,9.944496666094643,8.744812333802734,8.370055146561615,IDDQ,,40.0,0.0476492028312637,0.0394632403711965,0.1386977629493235,0.1,0.1774573680769302,0.0284402670352374,-0.0660099055454817,,,0.016237698001204,0.0005905804675303,18.0,0.5261899072425278,0.0236646559981009,-0.0019558078994619,15.0,0.5524175347372022,0.0241112101836919,-0.0339035678467471,15.0,0.5437195456640123,0.0223081140005466,0.0251550199079548,NOT_APPLICABLE
C00182,0.2771523178807947,PASS,,A_OK,PASS,1.160193970682134,0.0152574919948138,89.00533274926967,9.41789565619873,8.568436908815704,8.105512087042866,1.2751732041873305,0.0158724684651976,93.74959771856274,9.879674626553443,9.034924229456642,8.300505051220172,Output_Rise_Time,,40.0,0.0290048492670533,0.0246981361403018,-0.2968683774590246,0.1,0.152574919948138,0.0356701055398997,-0.2025765243984952,,,0.0193951178946824,-0.0327748452955455,18.0,0.523216425344374,0.0230680231754666,-0.0070169725379503,15.0,0.5712291272543802,0.0233055153827417,-0.0002183251908643,15.0,0.5403674724695244,0.0241027458298234,0.0170494592373617,NOT_APPLICABLE
C00183,0.1559602649006622,PASS,,A_OK,PASS,1.520135986544838,0.0206645537334813,86.2985317390493,9.533379962350836,8.288609053179755,7.391642095696218,1.598529469002691,0.0225977142735023,89.59785559883717,9.91925810623409,8.690163893991425,7.615911759868202,Propagation_Delay,,40.0,0.0380033996636209,0.0246099999358584,-0.0786474917987228,0.1,0.2066455373348135,0.008420541356693,0.1092045792849603,,,0.0150005488982221,-0.0581294156862522,18.0,0.5296322201306021,0.0236285194056295,0.0046088203522243,15.0,0.5525739368786503,0.020706335645322,-0.0304064245515722,15.0,0.4927761397130812,0.0196945066535416,-0.0685147194221585,NOT_APPLICABLE
C00184,0.033774834437086,PASS,,A_OK,PASS,1.5406507121159403,0.0176533888748394,90.7198835334022,9.243311141331564,8.863092681547899,7.722628602090974,1.620620845631879,0.018423962654396,94.47694374395974,9.557123225723,9.206729454852892,7.928995722075543,IDDQ,,40.0,0.0385162678028985,0.029228920150832,-0.0704041409268956,0.1,0.1765338887483946,0.0313968727996884,-0.0735337898183984,,,0.0107167816468282,-0.0056778564782674,18.0,0.5135172856295314,0.0177340650464173,-0.0203166604166173,15.0,0.5908728454365266,0.0176307513875766,0.039929629677611,15.0,0.5148419068060649,0.0162194479110144,-0.023476288106049,NOT_APPLICABLE
C00185,0.7301324503311258,PASS,,A_OK,PASS,1.0465171020003277,0.0097058571474613,92.02557932480433,9.35752713037691,8.072536569483866,7.866391267786045,1.089576814119153,0.0100145864150551,96.69865143760536,9.79058497263958,8.412852050317465,8.155713296418234,Output_Rise_Time,,40.0,0.0261629275500081,0.0263382653649867,-0.3667753960133953,0.1,0.0970585714746138,0.0365075979775077,-0.493139191859049,,,0.0200447516093808,-0.0005905804675303,18.0,0.5198626183542728,0.0211995423442624,-0.0115767669027877,15.0,0.5381691046322578,0.0208581099628174,-0.0558227722427668,15.0,0.5244260845190697,0.0198131923486499,-0.0088028049110358,NOT_APPLICABLE
C00186,0.4221854304635761,PASS,,A_OK,PASS,2.282591760430712,0.0200394915252405,85.81549644614499,9.252605941536917,8.931289522771015,7.92498230460624,2.501172665490043,0.021320290532056,88.38136806625515,9.652910042876863,9.333154147763448,8.170195319084472,IDDQ,B_WIDE_ENVELOPE:IDDQ,40.0,0.0570647940107678,0.039587807107039,0.3635436348308587,0.1,0.2003949152524054,0.0178013878429855,0.0657392622263119,,,0.0154649205687142,-0.0638296161171572,18.0,0.5140336634187176,0.025869685998984,-0.0271086743259749,15.0,0.5954193015180677,0.0260875270783677,0.0392945344136199,15.0,0.528332153640416,0.0236682052862007,-0.0051806300769782,NOT_APPLICABLE
C00187,0.4350993377483444,PASS,,A_OK,PASS,2.0050364926087023,0.0174397283941585,89.95960939343294,9.24409898826003,7.757263982818928,7.952905028573504,2.073050539309266,0.0182043970978206,94.7494717917054,9.589695074642323,8.215248752702498,8.225597587366197,Output_Rise_Time,,40.0,0.0501259123152175,0.0298034023513513,0.2091214658434079,0.1,0.1743972839415856,0.0299863214126251,-0.0834934639638421,,,0.0197077675945432,-0.0227044136562427,18.0,0.5135610549033349,0.0233546863817935,-0.025614379489296,15.0,0.5171509321879285,0.0234799962871155,-0.0950218453547211,15.0,0.5301936685715669,0.0224111693131448,-0.0004480815824591,NOT_APPLICABLE
C00188,0.8493377483443709,MONITOR,Input_Leakage_Current,A_LOT_RELATIVE_DEVIATION,MONITOR,1.918685122367343,0.0298817266691652,94.20519000774438,9.672159365690776,8.55807994395736,8.10950242336957,2.08893535149835,0.0328520279958393,98.63660773408223,9.913125314213316,8.836279436142508,8.804564343513455,Output_Rise_Time,,40.0,0.0479671280591835,0.039662746312814,0.1460754191461977,0.1,0.2988172666916526,0.049181091575621,0.5416384746542531,,,0.0265278541240923,0.0166189379012038,18.0,0.5373421869828209,0.0403257660730507,0.0028744114387067,15.0,0.5705386629304906,0.0417637638260784,-0.019119782321964,15.0,0.5406334948913046,0.0416091785617217,0.0004480815824592,NO_MATCHING_DRIFT_CODE
C00189,0.3645695364238411,PASS,,A_OK,PASS,1.33040484618053,0.0175060774480761,99.88347097714605,9.285420494008545,8.739596233148628,8.261545896298808,1.406125483127889,0.0182063895801803,104.17865409031472,9.621252981670692,9.142655194483568,8.61870579062588,Output_Rise_Time,,40.0,0.0332601211545132,0.0270430363590206,-0.1955535338072711,0.1,0.1750607744807615,0.0295875697274691,-0.0796503288316328,,,0.0115030265517512,0.0939073568987258,18.0,0.5158566941115859,0.0183500333357217,-0.0164488390090667,15.0,0.5826397488765752,0.0188208728910514,0.0242416184648783,15.0,0.5507697264199205,0.0182423417236094,0.0425942214566441,NOT_APPLICABLE
C00190,0.623841059602649,PASS,,A_OK,PASS,1.756105416139946,0.0219835877043392,92.47181496813944,9.77484452866298,8.5927415536488,7.925641743992905,1.832231039106848,0.0231286214674793,96.53920170243453,10.108290887361331,9.008191879349052,8.180677313603805,Propagation_Delay,,40.0,0.0439026354034986,0.0239108575496334,0.0651000532520218,0.1,0.2198358770433924,0.0299174375422462,0.1553763295353052,,,0.017716526091551,0.0065530260103769,18.0,0.5430469182590545,0.0234326916784311,0.030250975840975,15.0,0.57284943690992,0.0220224394551301,0.0038763019736489,15.0,0.5283761162661936,0.022042049271837,-0.0035148768353902,NOT_APPLICABLE
C00191,0.528476821192053,PASS,,A_OK,PASS,1.3128023789564325,0.0167798222268216,90.85413797562116,8.584520790846899,8.139337144390115,7.443932425170068,1.3714864031844431,0.0179413916578595,96.04635914335022,8.996615140552358,8.529006013747463,7.681605139976484,Active_Supply_Current,,40.0,0.0328200594739108,0.0318883246672836,-0.209924438020391,0.1,0.1677982222682168,0.0255361341414057,-0.114346802349184,,,0.0249148206043187,-0.0180010060871484,18.0,0.4769178217137166,0.0203980203347969,-0.0925161371815083,15.0,0.5426224762926743,0.0220692188570445,-0.0491377348973385,15.0,0.4962621616780046,0.020853553932875,-0.0629902217470554,NOT_APPLICABLE
C00192,0.4062913907284768,PASS,,A_OK,PASS,1.3799525536529105,0.021078742855314,91.84134463094462,9.967858085621044,8.96854369150969,8.119427016217347,1.448117489309957,0.0221948108727099,95.915776461369,10.253122996439002,10.211356196450268,8.317024039524796,Output_Rise_Time,B_WIDE_ENVELOPE:Output_Rise_Time,40.0,0.0344988138413227,0.0281947808028765,-0.166528542617919,0.1,0.2107874285531401,0.037492880608063,0.0997320631140219,,,0.0186032180973752,-0.0011798537529033,18.0,0.5537698936456136,0.0274676361250152,0.0464684920118652,15.0,0.5979029127673127,0.0276633799217761,0.0420293007092493,15.0,0.5412951344144898,0.0290056893604642,0.0139411582915331,NOT_APPLICABLE
C00193,0.7569536423841059,PASS,,A_OK,PASS,1.3066281090176857,0.0179662004753651,86.04080653534275,8.74908890664481,7.558312015512079,6.936594439380442,1.4641198507451871,0.0185115139165391,89.36704583698564,9.16042759428692,8.041142629754063,7.1419115556712125,IDDQ,,40.0,0.0326657027254421,0.0319832979771364,-0.21371262849185,0.1,0.1796620047536511,0.0172234444210798,-0.0439795393650708,,,0.0157515514750324,-0.0616365521807731,18.0,0.4860604948136005,0.0261858174614502,-0.0803357951138726,15.0,0.5038874677008053,0.0236068579521853,-0.1183412682430935,15.0,0.4624396292920295,0.023054727613701,-0.1287303562743308,NOT_APPLICABLE
C00194,0.0923841059602649,PASS,,A_OK,PASS,1.962255355456584,0.0196012098686,95.39116049285356,9.08409272757239,8.45620416035747,7.787508874630605,2.2233597904151825,0.0217862122324978,99.90044817764466,9.503769510575069,8.877013057013052,8.06078931853519,Input_Leakage_Current,,40.0,0.0490563838864146,0.0337240755545451,0.1788345725166782,0.1,0.1960120986860009,0.0489783725034834,0.0114482124008767,,,0.0169375827941837,0.0391253466940642,18.0,0.5046718181984661,0.0197835000144131,-0.0391268908511629,15.0,0.5637469440238313,0.0201064644498547,-0.0102196129333765,15.0,0.519167258308707,0.0178809454643349,-0.0168795814478548,NOT_APPLICABLE
