component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h
C00168,A_L03,DIGITAL_CMOS,CMOS_A,1.398606,1.439486,1.492197,1.52353,0.012528,0.012935,0.013003,0.013318,90.834224,90.374073,92.562988,93.244133,8.968355,9.003915,9.06774,9.078528,8.129663,8.203154,8.257978,8.357855,7.36183,7.318781,7.383675,7.448629
C00169,A_L03,DIGITAL_CMOS,CMOS_A,1.845182,1.878946,1.933326,1.928293,0.023623,0.023604,0.02383,0.024353,90.013731,91.375347,91.670524,91.820906,9.701886,9.803559,10.085677,10.200584,8.709731,8.776218,8.870762,8.956846,7.874961,7.954372,8.048296,8.111006
C00170,A_L03,DIGITAL_CMOS,CMOS_A,1.684691,1.724048,1.732019,1.746417,0.020031,0.020784,0.021313,0.021139,83.565851,83.699151,84.418839,86.057257,8.990309,9.012954,9.063099,9.022911,7.563573,7.54181,7.643303,7.611353,7.506999,7.469597,7.470148,7.441001
C00171,A_L03,DIGITAL_CMOS,CMOS_A,1.221755,1.245285,1.258662,1.274732,0.019155,0.019292,0.019562,0.019651,86.340283,86.822419,87.279226,86.795072,9.817194,9.962543,10.157106,10.415332,8.593019,8.740427,9.0736,9.298172,8.226132,8.27483,8.396988,8.605409
C00172,A_L03,DIGITAL_CMOS,CMOS_A,1.445462,1.446342,1.503546,1.576444,0.012708,0.012841,0.013609,0.014211,93.90753,94.110406,94.562745,95.883572,9.532874,9.642955,9.801206,9.835623,8.363891,8.564777,8.752833,8.794434,8.185761,8.176115,8.280013,8.441004
C00173,A_L03,DIGITAL_CMOS,CMOS_A,2.045598,2.048056,2.065975,2.084976,0.020772,0.021296,0.021342,0.021816,85.959842,85.906702,87.448752,86.920268,9.113213,9.111433,9.149211,9.18324,7.385893,7.406533,7.443833,7.484394,7.782505,7.79052,7.824717,7.812183
C00174,A_L03,DIGITAL_CMOS,CMOS_A,1.360679,1.345713,1.396439,1.371165,0.020383,0.020351,0.020621,0.020734,85.572537,86.827925,85.979584,85.95964,8.798546,8.787783,8.800707,8.876393,8.287001,8.307606,8.352196,8.394701,7.623449,7.688262,7.662856,7.78828
C00175,A_L03,DIGITAL_CMOS,CMOS_A,1.790564,1.839729,1.878115,1.954083,0.016119,0.016668,0.016991,0.017074,97.332612,98.050175,100.092448,98.828453,9.44128,9.41252,9.398516,9.492022,9.007961,9.000256,9.017968,9.041508,7.724098,7.681304,7.735549,7.753366
C00176,A_L03,DIGITAL_CMOS,CMOS_A,1.642748,1.656229,1.675017,1.721423,0.020011,0.019817,0.020598,0.020482,81.456078,81.087142,82.032568,82.547127,9.848771,9.854477,9.954892,10.011552,8.508405,8.483989,8.5313,8.459636,7.65296,7.70801,7.699483,7.729515
C00177,A_L03,DIGITAL_CMOS,CMOS_A,1.627026,1.61638,1.705906,1.748512,0.018312,0.018238,0.018923,0.019357,92.928049,93.384659,95.171937,96.508334,9.074338,9.294364,9.544755,9.656563,8.580357,8.776001,8.980861,9.113067,7.979595,8.023518,8.186679,8.28422
C00178,A_L03,DIGITAL_CMOS,CMOS_A,1.81944,1.847775,1.80699,1.780656,0.015369,0.015496,0.015293,0.015779,93.902178,92.80956,93.601586,96.001907,9.258337,9.275186,9.286503,9.400217,7.988177,8.052947,8.07135,8.15188,7.266806,7.23419,7.239317,7.308397
C00179,A_L03,DIGITAL_CMOS,CMOS_A,1.772119,1.803827,1.902028,1.964415,0.016854,0.01698,0.017399,0.017687,84.521742,84.510287,85.770757,87.217093,8.858275,8.957644,9.193866,9.421258,7.091374,7.204285,7.385772,7.59436,6.947967,7.024889,7.190766,7.197575
C00180,A_L03,DIGITAL_CMOS,CMOS_A,1.697735,1.736911,1.80322,1.826902,0.020271,0.020622,0.021395,0.021497,84.393502,84.243489,85.057564,84.974267,9.512172,9.528851,9.524046,9.555877,8.477643,8.513589,8.498825,8.517898,7.615659,7.595221,7.607974,7.662659
C00181,A_L03,DIGITAL_CMOS,CMOS_A,1.757528,1.833608,1.913067,1.938734,0.017174,0.017255,0.017896,0.018234,90.323108,90.323822,90.670458,92.432403,9.216123,9.252462,9.509701,9.650814,8.029091,8.091175,8.320328,8.465899,7.874918,7.977823,8.092464,8.254811
C00182,A_L03,DIGITAL_CMOS,CMOS_A,1.137406,1.13223,1.160962,1.178018,0.014511,0.014732,0.014756,0.014784,86.888773,87.311908,86.53696,87.171827,9.172144,9.205542,9.393749,9.464994,8.190272,8.373293,8.586691,8.692018,7.908439,7.914745,8.017967,8.046444
C00183,A_L03,DIGITAL_CMOS,CMOS_A,1.493418,1.483624,1.492775,1.531479,0.020869,0.020492,0.020559,0.020542,85.348155,85.023138,85.262957,84.593541,9.183647,9.31332,9.396021,9.604006,8.129417,8.120464,8.380983,8.544068,7.239897,7.248879,7.383716,7.558639
C00184,A_L03,DIGITAL_CMOS,CMOS_A,1.478877,1.496898,1.500369,1.510435,0.016961,0.017116,0.017115,0.017235,90.640064,89.757967,89.82918,90.133748,9.078683,9.082246,9.126817,9.10822,8.707788,8.709537,8.722256,8.75063,7.521976,7.599371,7.545099,7.660269
C00185,A_L03,DIGITAL_CMOS,CMOS_A,1.013597,1.019661,1.013023,1.048945,0.009222,0.009364,0.009459,0.009521,89.620007,90.217198,90.22665,89.234569,9.085416,9.16327,9.161624,9.221755,7.928177,7.907599,8.002206,8.056915,7.6572,7.713561,7.781188,7.838367
C00186,A_L03,DIGITAL_CMOS,CMOS_A,2.123044,2.19567,2.216239,2.184476,0.019838,0.019689,0.019742,0.020367,84.773238,84.508578,84.817673,84.729744,8.937737,9.01928,9.208387,9.3269,8.59993,8.704218,8.922793,8.980652,7.669266,7.741749,7.776284,7.839385
C00187,A_L03,DIGITAL_CMOS,CMOS_A,1.930741,1.947009,2.013146,2.04849,0.016817,0.016932,0.017028,0.017209,87.726161,88.220971,88.767184,89.695187,8.972371,9.033133,9.301737,9.531115,7.519284,7.579302,7.806968,7.97321,7.715924,7.778578,7.956164,8.189477
C00188,A_L03,DIGITAL_CMOS,CMOS_A,1.768338,1.845488,1.945582,2.030024,0.027652,0.028481,0.029501,0.031078,90.114873,91.77071,92.73945,94.450849,9.179864,9.297241,9.389241,9.503867,7.978552,8.214991,8.376973,8.470369,7.584624,7.785552,7.965975,8.059836
C00189,A_L03,DIGITAL_CMOS,CMOS_A,1.288247,1.295374,1.294526,1.290689,0.016897,0.017003,0.016945,0.016974,99.283703,98.747575,98.283989,98.637076,9.114057,9.118103,9.170966,9.188515,8.552125,8.578148,8.675777,8.647639,8.047324,8.113536,8.051786,7.997825
C00190,A_L03,DIGITAL_CMOS,CMOS_A,1.731814,1.715096,1.78734,1.894869,0.021149,0.021345,0.022306,0.022163,90.615313,90.862055,92.703192,93.254841,9.494589,9.551038,9.693878,9.989087,8.268615,8.407586,8.765551,9.024915,7.756121,7.754712,8.024668,8.169267
C00191,A_L03,DIGITAL_CMOS,CMOS_A,1.235497,1.272233,1.31927,1.37162,0.016373,0.016362,0.016946,0.017693,87.320814,88.64555,88.803406,90.717323,8.37468,8.412914,8.545609,8.664775,7.931732,7.963587,8.186369,8.401088,7.212921,7.291871,7.342479,7.459972
C00192,A_L03,DIGITAL_CMOS,CMOS_A,1.328554,1.342112,1.317941,1.357806,0.019944,0.020317,0.020445,0.02025,89.794981,90.164004,90.265666,90.714362,9.70416,9.701384,9.826083,9.963238,8.457775,8.727122,9.004244,9.129013,7.822427,7.890556,8.071013,8.265122
C00193,A_L03,DIGITAL_CMOS,CMOS_A,1.228751,1.266133,1.259113,1.242806,0.017864,0.017662,0.01772,0.017957,84.921206,84.706547,85.086936,85.380696,8.378466,8.525833,8.646944,8.726165,7.28157,7.383999,7.481989,7.602808,6.810077,6.780277,6.896826,6.919254
C00194,A_L03,DIGITAL_CMOS,CMOS_A,1.857663,1.898239,1.928212,1.989601,0.018046,0.018686,0.018759,0.019052,93.605525,93.802375,94.335072,95.35691,8.869661,8.907864,8.886261,8.898054,8.267212,8.289531,8.40653,8.453274,7.587303,7.650707,7.678383,7.679727
C00195,A_L03,DIGITAL_CMOS,CMOS_A,1.360617,1.349101,1.346474,1.36721,0.017934,0.018263,0.018185,0.018342,90.677633,90.141408,90.884709,91.195725,9.756508,9.848072,9.806054,9.832094,8.333052,8.37695,8.394006,8.335409,8.038595,8.076982,8.121974,8.011966
C00196,A_L03,DIGITAL_CMOS,CMOS_A,1.73318,1.689242,1.727055,1.777296,0.016387,0.016138,0.016502,0.016595,85.960282,87.900139,86.761631,86.811182,9.400087,9.469216,9.421126,9.441742,7.92687,7.971663,8.0144,8.088263,7.843625,7.879766,8.018355,7.995134
C00197,A_L03,DIGITAL_CMOS,CMOS_A,1.451822,1.48616,1.538898,1.564294,0.01343,0.013829,0.014161,0.014501,92.098727,91.422742,91.791161,93.156502,9.582808,9.642475,9.7775,10.015588,8.549844,8.667035,8.887002,9.235167,8.153796,8.177274,8.35613,8.473911
C00198,A_L03,DIGITAL_CMOS,CMOS_A,1.533327,1.589337,1.595744,1.631057,0.028224,0.028804,0.029516,0.029653,92.41875,92.369673,91.966032,92.968363,10.376768,11.498684,15.30276,19.693106,9.346596,9.459344,10.024596,10.413762,8.136456,8.214341,8.251232,8.387032
C00199,A_L03,DIGITAL_CMOS,CMOS_A,1.32592,1.378077,1.363634,1.391689,0.014579,0.014555,0.014351,0.014489,89.551438,90.380374,89.72596,89.946955,9.222572,9.209504,9.441189,9.57923,8.220822,8.234423,8.590278,8.914427,7.583406,7.698722,7.915539,8.17186
C00200,A_L03,DIGITAL_CMOS,CMOS_A,1.977346,2.027031,2.01584,2.029173,0.01815,0.018004,0.018343,0.01836,89.552154,89.961955,90.287175,91.464477,8.956301,9.054282,9.131811,9.265685,7.123277,7.226509,7.417959,7.653861,7.137756,7.231901,7.319132,7.629281
C00201,A_L03,DIGITAL_CMOS,CMOS_A,1.866245,1.900384,1.966825,2.031665,0.014958,0.015126,0.015905,0.016493,83.090598,83.109785,84.674495,86.305073,8.679142,8.833616,9.016976,9.148085,8.328518,8.431415,8.653671,8.758339,7.869826,7.870436,8.025213,8.138476
C00202,A_L03,DIGITAL_CMOS,CMOS_A,1.320385,1.336585,1.376078,1.427726,0.011291,0.011398,0.011778,0.012046,85.969332,86.310812,87.056432,88.060905,9.856381,9.954025,10.0559,9.992374,7.806492,7.820082,7.922071,7.983431,7.64312,7.665384,7.720503,7.70059
C00203,A_L03,DIGITAL_CMOS,CMOS_A,1.747825,1.790328,1.846913,1.952812,0.015073,0.01582,0.016226,0.016481,90.779537,91.536759,93.256305,95.025254,8.914973,8.946189,9.021261,8.979679,8.524361,8.599203,8.720317,8.737488,8.15717,8.164908,8.199185,8.236226
C00204,A_L03,DIGITAL_CMOS,CMOS_A,1.612948,1.604155,1.658827,1.727614,0.018458,0.018828,0.019575,0.020179,86.732405,86.707199,88.601908,89.808997,9.515681,9.672834,9.800423,9.88752,8.169329,8.219039,8.376579,8.474063,7.752228,7.769698,7.907937,7.951983
C00205,A_L03,DIGITAL_CMOS,CMOS_A,1.299658,1.294231,1.292254,1.323146,0.014349,0.014522,0.014518,0.014599,93.342384,92.820755,94.017933,94.088479,9.074666,9.141912,9.119228,9.190506,9.070334,9.15152,9.223626,9.260645,8.314818,8.403015,8.352183,8.437006
C00206,A_L03,DIGITAL_CMOS,CMOS_A,1.724039,1.742293,1.734516,1.708626,0.01802,0.018176,0.018412,0.018735,93.157435,92.967407,92.450347,92.609468,8.801377,8.819174,8.87618,8.950391,8.209821,8.118576,8.237678,8.199435,7.278565,7.317557,7.300511,7.297676
C00207,A_L03,DIGITAL_CMOS,CMOS_A,1.445696,1.506098,1.505834,1.56696,0.020669,0.021068,0.021364,0.021834,91.713731,92.067056,92.780497,93.47875,8.9317,9.011837,8.992234,9.066143,7.871057,7.829286,7.866426,7.855167,7.140541,7.139478,7.164733,7.183958
C00208,A_L03,DIGITAL_CMOS,CMOS_A,1.720187,1.741735,1.824297,1.817943,0.025833,0.026046,0.026756,0.026772,93.700245,94.576746,94.058715,94.791575,8.668574,8.632131,8.597959,8.653616,8.567856,8.592807,8.620474,8.711612,7.577996,7.56176,7.670754,7.598889
C00209,A_L03,DIGITAL_CMOS,CMOS_A,1.804717,1.838103,1.862935,1.912318,0.024948,0.025373,0.026268,0.026932,84.904325,86.182641,87.415098,88.04627,9.313015,9.351887,9.331885,9.377653,8.071326,8.003899,8.070236,8.178569,8.137177,8.090434,8.129489,8.138247
C00210,A_L03,DIGITAL_CMOS,CMOS_A,1.518592,1.512178,1.578212,1.603092,0.019374,0.020118,0.020172,0.020328,92.772128,92.672087,94.741905,95.864316,10.337088,10.337865,10.391078,10.389965,8.732799,8.733095,8.771619,8.720955,7.997225,8.051799,8.101395,8.070475
C00211,A_L03,DIGITAL_CMOS,CMOS_A,1.652968,1.653951,1.758868,1.740918,0.019474,0.019918,0.020134,0.020557,88.784118,90.027337,91.180898,92.17845,9.524477,9.636129,9.695261,9.788847,8.17297,8.3515,8.540135,8.837057,7.856139,7.924525,7.992122,8.06086
C00212,A_L03,DIGITAL_CMOS,CMOS_A,1.683575,1.722664,1.742098,1.78827,0.022465,0.023342,0.023679,0.02445,90.734621,91.35695,91.641327,92.112541,9.221719,9.223147,9.376849,9.278826,7.815869,7.826102,7.932999,7.90431,7.505903,7.540936,7.585259,7.605542
C00213,A_L03,DIGITAL_CMOS,CMOS_A,1.693166,1.690534,1.697789,1.708057,0.019474,0.019829,0.02034,0.020432,86.051835,85.82242,86.126125,85.742712,9.134149,9.147053,9.328475,9.58512,8.318418,8.429802,8.673626,9.078731,7.706918,7.85617,8.009434,8.083199
C00214,A_L03,DIGITAL_CMOS,CMOS_A,1.35498,1.367837,1.425169,1.512695,0.016935,0.020707,0.053415,0.108228,92.828218,94.991384,98.49041,102.511122,9.503573,9.492131,9.612485,9.596933,8.527138,8.533243,8.650902,8.604195,8.338482,8.272646,8.254443,8.366109
C00215,A_L03,DIGITAL_CMOS,CMOS_A,1.556591,1.573137,1.597832,1.561751,0.015685,0.016076,0.015943,0.016164,93.510588,93.661436,93.127603,102.857608,9.156432,9.189185,9.215346,9.263266,7.718926,7.70958,7.776229,7.842629,6.736441,6.719606,6.697767,6.798648
C00216,A_L03,DIGITAL_CMOS,CMOS_A,1.475749,1.516514,1.551769,1.626766,0.024249,0.024237,0.025137,0.025367,90.216408,90.783067,91.517131,92.414725,9.255967,9.360792,9.448545,9.606951,8.371707,8.436601,8.562015,8.67432,7.889075,8.006111,8.043164,8.060787
C00217,A_L03,DIGITAL_CMOS,CMOS_A,1.804577,1.812726,1.796852,1.817815,0.018726,0.01911,0.019227,0.01945,90.163984,90.725816,90.356507,91.827074,9.7092,9.71689,9.793751,9.85662,8.645579,8.593597,8.702568,8.752912,7.990793,8.014287,8.065855,7.960582
C00218,A_L03,DIGITAL_CMOS,CMOS_A,1.330736,1.384357,1.394396,1.421393,0.021456,0.022056,0.022447,0.022826,86.981744,88.301587,87.802068,88.59156,9.289248,9.320035,9.461197,9.538215,8.829777,8.956813,9.047685,9.183994,8.328248,8.395433,8.488352,8.704125
C00219,A_L03,DIGITAL_CMOS,CMOS_A,1.51809,1.537146,1.580495,1.655148,0.024946,0.02538,0.026011,0.026556,91.909015,91.74324,94.479721,95.01057,9.196854,9.275355,9.296919,9.303125,8.009395,8.059435,8.140334,8.144991,7.590613,7.617252,7.649458,7.620915
C00220,A_L03,DIGITAL_CMOS,CMOS_A,1.358533,1.394684,1.429176,1.461413,0.020574,0.021185,0.022002,0.022062,85.537353,86.864816,87.952181,88.4007,9.593605,9.646253,9.63732,9.710927,8.743996,8.802171,8.914936,9.050213,8.023285,8.041733,8.046112,8.106367
C00221,A_L03,DIGITAL_CMOS,CMOS_A,1.225449,1.221413,1.245209,1.25465,0.013668,0.013837,0.013664,0.013662,91.548681,90.557747,90.530697,91.434802,9.482918,9.560563,9.64886,9.795374,8.85229,8.866357,9.008027,9.03255,8.061257,8.181133,8.224874,8.300126
C00222,A_L03,DIGITAL_CMOS,CMOS_A,1.664009,1.707405,1.73682,1.740445,0.016338,0.016463,0.016426,0.016807,86.55167,85.919404,87.020167,86.911583,9.096069,9.207988,9.383615,9.672746,8.179123,8.448274,8.66619,8.71478,7.770586,7.83622,7.990737,8.067564
C00223,A_L03,DIGITAL_CMOS,CMOS_A,1.330042,1.37649,1.401347,1.414469,0.023519,0.023285,0.023801,0.024309,84.637174,84.309352,85.333464,86.277488,9.508247,9.647866,10.013715,10.296064,8.430775,8.498245,8.581518,8.805427,7.326429,7.324197,7.447535,7.570765
C00224,A_L03,DIGITAL_CMOS,CMOS_A,2.207994,2.207817,2.252879,2.236258,0.019106,0.019228,0.019418,0.019625,89.477972,91.473521,91.316646,90.874923,9.161461,9.179497,9.354125,9.498611,8.389158,8.501525,8.711833,8.95532,7.59965,7.580899,7.726831,7.87258
C00225,A_L03,DIGITAL_CMOS,CMOS_A,1.509717,1.480641,1.521756,1.568736,0.013716,0.013938,0.014508,0.015042,87.769321,88.183746,87.793304,88.874253,9.322405,9.427634,9.684044,9.837487,8.265314,8.471781,8.623384,8.715659,7.290176,7.364551,7.52432,7.544545
C00226,A_L03,DIGITAL_CMOS,CMOS_A,1.571139,1.587232,1.607119,1.649633,0.015137,0.015297,0.014997,0.015279,94.373646,94.54455,94.073353,94.908891,9.200229,9.228495,9.458583,9.725739,8.51395,8.679199,8.900568,9.094607,8.142761,8.261337,8.460307,8.457502
C00227,A_L03,DIGITAL_CMOS,CMOS_A,1.690137,1.662229,1.697938,1.700647,0.019635,0.019516,0.020196,0.020007,83.485048,83.44852,84.679518,83.892884,8.817796,8.892628,9.145707,9.468164,7.906738,7.850606,8.104102,8.310796,7.150385,7.14259,7.209364,7.388169
C00228,A_L04,DIGITAL_CMOS,CMOS_A,1.448339,1.473314,1.471641,1.514773,0.015953,0.016231,0.016853,0.017067,84.770176,85.373866,86.721526,86.94522,9.465162,9.601203,9.658802,9.747,7.80891,7.909991,7.93224,7.980532,6.964091,7.015631,7.135689,7.209939
C00229,A_L04,DIGITAL_CMOS,CMOS_A,0.956134,0.959173,0.9978,1.000527,0.011659,0.011662,0.012231,0.012377,90.90883,92.576637,93.783136,95.306095,9.16358,9.248019,9.450994,9.581417,7.585754,7.779076,7.783432,7.868156,6.674821,6.810268,6.856522,6.929078
C00230,A_L04,DIGITAL_CMOS,CMOS_A,1.549184,1.534154,1.631807,1.710937,0.02366,0.023852,0.024963,0.025174,93.184612,93.455144,94.846378,97.381941,9.360696,9.306657,9.340302,9.366323,7.911236,8.006177,7.903209,7.846575,7.302087,7.35236,7.333451,7.413895
C00231,A_L04,DIGITAL_CMOS,CMOS_A,1.575765,1.553346,1.62421,1.682823,0.016253,0.016245,0.017171,0.017864,88.498122,89.052475,90.002581,92.679609,9.664084,9.702176,9.65477,9.716151,8.197759,8.242671,8.227798,8.2279,7.632483,7.675191,7.710995,7.674119
C00232,A_L04,DIGITAL_CMOS,CMOS_A,1.598387,1.621244,1.598057,1.643767,0.021281,0.021825,0.022019,0.022196,88.061201,88.023088,89.094816,88.206852,8.835077,8.822378,8.90128,8.92759,8.255061,8.330376,8.336123,8.341513,7.604193,7.526724,7.595979,7.591446
C00233,A_L04,DIGITAL_CMOS,CMOS_A,1.667501,1.686492,1.74737,1.820149,0.02518,0.025559,0.026132,0.027194,96.439579,96.551813,97.8074,99.554284,9.428684,9.444805,9.596116,9.691708,8.468289,8.453062,8.553837,8.652897,7.749963,7.743959,7.970942,7.991254
C00234,A_L04,DIGITAL_CMOS,CMOS_A,1.440925,1.438706,1.4624,1.454225,0.018754,0.018656,0.018802,0.018949,91.933797,91.515582,92.460886,92.234211,9.423395,9.376794,9.352969,9.394482,7.507126,7.445057,7.491548,7.524489,7.233047,7.298133,7.321228,7.363589
C00235,A_L04,DIGITAL_CMOS,CMOS_A,1.654445,1.652668,1.805296,2.210381,0.029176,0.029426,0.048562,0.109772,83.670194,83.405459,83.761319,84.51801,8.757303,8.832791,9.021338,9.107739,7.719562,7.838899,7.864887,7.915228,6.87457,6.984137,7.239979,7.274785
C00236,A_L04,DIGITAL_CMOS,CMOS_A,1.210929,1.253644,1.262505,1.286186,0.011511,0.012012,0.012414,0.012551,88.91823,89.731256,90.247016,90.444619,8.850856,8.892792,8.849932,8.918694,7.806837,7.757916,7.711738,7.734632,7.454719,7.463796,7.475804,7.504306
C00237,A_L04,DIGITAL_CMOS,CMOS_A,1.270181,1.262374,1.298765,1.298266,0.020059,0.020208,0.02088,0.021261,90.034457,89.434889,90.505924,91.031485,9.412313,9.352632,9.373414,9.45056,8.29754,8.294402,8.334096,8.215657,7.223668,7.2323,7.201844,7.23511
C00238,A_L04,DIGITAL_CMOS,CMOS_A,1.349843,1.355648,1.381148,1.404862,0.015463,0.016101,0.016814,0.017414,85.472149,86.233784,85.939806,87.632288,9.57474,9.6858,9.645408,9.665017,7.681574,7.754838,7.789432,7.828264,7.488703,7.482568,7.532159,7.548477
C00239,A_L04,DIGITAL_CMOS,CMOS_A,1.14023,1.145787,1.147421,1.149902,0.011833,0.012033,0.012053,0.012003,89.328777,89.239494,89.323162,90.058195,8.86774,8.884158,8.878331,8.883961,7.570039,7.571608,7.58099,7.59923,7.160551,7.12216,7.202169,7.199224
C00240,A_L04,DIGITAL_CMOS,CMOS_A,1.531519,1.564222,1.589672,1.618244,0.016279,0.017176,0.017754,0.018203,87.713537,89.400411,89.978625,91.307942,8.98834,9.006399,9.089508,9.118171,7.550542,7.56558,7.521911,7.610044,6.878506,6.898163,6.911341,6.934365
C00241,A_L04,DIGITAL_CMOS,CMOS_A,1.439459,1.415336,1.421085,1.441998,0.01161,0.011557,0.011655,0.011824,82.964699,83.293022,83.450798,83.629966,9.458914,9.65154,10.433792,11.291577,8.072057,8.304545,8.717132,9.314709,7.352089,7.392533,7.753429,8.099048
C00242,A_L04,DIGITAL_CMOS,CMOS_A,1.357924,1.347345,1.366609,1.348033,0.019856,0.020186,0.020588,0.020761,93.814016,94.24114,93.423392,93.707049,8.570064,8.593726,8.659987,8.760837,7.176882,7.154416,7.230761,7.26174,6.875427,6.925928,6.949239,6.973687
C00243,A_L04,DIGITAL_CMOS,CMOS_A,1.474573,1.465176,1.470037,1.482869,0.023364,0.023308,0.023564,0.023946,89.561626,90.454018,88.744323,90.068753,9.564675,9.652001,9.812988,9.957249,7.769594,7.76481,7.936643,7.996501,6.842874,7.003739,7.139086,7.272546
C00244,A_L04,DIGITAL_CMOS,CMOS_A,1.42294,1.404763,1.467706,1.505459,0.016324,0.016425,0.017143,0.017397,92.890337,92.155912,94.097374,94.150081,9.189942,9.188792,9.297614,9.304499,8.09882,8.121313,8.171952,8.175433,7.794525,7.755475,7.766436,7.79294
C00245,A_L04,DIGITAL_CMOS,CMOS_A,1.503602,1.491686,1.507618,1.545612,0.014942,0.015223,0.015657,0.015982,89.928843,91.589464,92.748595,93.87704,9.39982,9.545545,9.712399,9.720986,7.399027,7.437537,7.555761,7.636964,6.993448,7.087809,7.163861,7.182871
C00246,A_L04,DIGITAL_CMOS,CMOS_A,1.232811,1.255365,1.315413,1.328598,0.0178,0.017906,0.018996,0.020177,83.7695,85.04593,85.588022,87.153191,9.163364,9.145683,9.112411,9.120274,7.509354,7.560817,7.589165,7.604957,6.911142,6.894944,6.960898,6.983629
C00247,A_L04,DIGITAL_CMOS,CMOS_A,0.867816,0.883579,0.925513,0.930659,0.014737,0.015416,0.016014,0.016393,90.589819,92.668972,93.644488,93.172581,8.813244,8.795163,8.873222,8.910456,7.927818,7.97185,8.007337,8.078159,7.389729,7.392226,7.380655,7.433819
